date,매매,분류,code,종목명,PER,PBR,ROE,현재가,연중최고가,연중최저가
2026/01/16/10:27,매수,가치주,4490,세방전지,5.26,0.59,12.2,63700,64400,-60000
2026/01/16/10:27,매수,가치주,32560,황금에스티,6.09,0.27,4.5,-5850,6000,-5670
2026/01/16/10:27,매수,가치주,227840,현대코퍼레이션홀딩스,2.54,0.36,15.2,-11920,12240,-11520
2026/01/16/10:27,매수,중소형저평가우량주,590,CS홀딩스,2.74,0.26,10.4,-73600,77900,-72700
2026/01/16/10:27,매수,중소형저평가우량주,67280,멀티캠퍼스,5.79,0.83,15.2,-30350,31600,-29950
2026/01/16/10:27,매수,중소형저평가우량주,72870,메가스터디,7.98,0.38,5.1,10780,11090,-10680
2026/01/16/10:27,매수,중소형저평가우량주,461300,아이스크림미디어,5.33,0.99,23.3,-14460,17400,-14130
2026/01/16/10:27,매수,대형저평가우량주,4490,세방전지,5.26,0.59,12.2,63700,64400,-60000
2026/01/16/10:27,매수,대형저평가우량주,69260,TKG휴켐스,9.82,0.83,9.1,18660,18800,-17780
2026/01/16/10:27,매수,대형저평가우량주,214320,이노션,7.38,0.74,10.5,18500,18630,-17860
2026/01/16/10:27,매수,대형저평가우량주,222080,씨아이에스,8.52,1.07,15.2,-6650,7100,-6580
2026/01/16/10:27,매수,대형저평가우량주,377740,바이오노트,9.55,0.32,3.5,-5170,5630,-5100
2026/01/16/10:27,매수,실적호전주,2460,HS화성,9.95,0.3,3.2,11750,12300,-11010
2026/01/16/10:27,매수,실적호전주,18670,SK가스,11.72,0.77,6.7,-227000,230000,-217500
2026/01/16/10:27,매수,실적호전주,139480,이마트,,0.22,-5.4,83700,85000,-79400
2026/01/16/10:27,매수,실적호전주,223250,드림씨아이에스,28.9,2.25,8.6,6420,6700,-5600
2026/01/16/10:27,매수,성장주,297890,HB솔루션,,0.7,-9.2,-2110,2350,-2070
2026/01/16/10:27,매수,시총대비영업이익30%이상,2320,한진,,0.21,-0.3,19740,19960,-19200
2026/01/16/10:27,매수,시총대비영업이익30%이상,2460,HS화성,9.95,0.3,3.2,11750,12300,-11010
2026/01/16/10:27,매수,시총대비영업이익30%이상,21320,KCC건설,7.41,0.23,3.3,5530,5640,-5220
2026/01/16/10:27,매수,시총대비영업이익30%이상,136490,선진,41.66,0.51,1.2,9590,9750,-9000
2026/01/19/09:46,매수,외국인순매수,900290,GRT,3.65,0.32,8.9,3305,3770,-3110
2026/01/19/09:46,매수,외국인순매수,210,DL,9.13,0.2,2.3,-36050,37550,-33900
2026/01/19/09:46,매수,가치주,69730,DSR제강,,0.33,-15.7,3820,3855,-3640
2026/01/19/09:46,매수,중소형저평가우량주,900290,GRT,3.65,0.32,8.9,3305,3770,-3110
2026/01/19/09:46,매수,중소형저평가우량주,69730,DSR제강,,0.33,-15.7,3820,3855,-3640
2026/01/19/09:46,매수,실적호전주,473980,노머스,23.83,3.05,15.8,24350,30450,-22200
2026/01/19/09:46,매수,시총대비영업이익30%이상,210,DL,9.13,0.2,2.3,-36050,37550,-33900
2026/01/19/09:46,매수,시총대비영업이익30%이상,27710,팜스토리,32.35,0.49,1.7,1129,1150,-1098
2026/01/19/09:46,매수,시총대비영업이익30%이상,69730,DSR제강,,0.33,-15.7,3820,3855,-3640
2026/01/20/13:41,매수,외국인지분율상승,57050,현대홈쇼핑,4.14,0.29,7.4,54400,55300,-51700
2026/01/20/13:41,매수,외국인순매수,31310,아이즈비전,,0.25,-1.0,1442,1525,-1407
2026/01/20/13:41,매수,외국인순매수,36460,한국가스공사,3.28,0.34,11.2,40700,40850,-38000
2026/01/20/13:41,매수,외국인순매수,37560,LG헬로비전,,0.41,-21.1,2330,2370,-2190
2026/01/20/13:41,매수,외국인순매수,57050,현대홈쇼핑,4.14,0.29,7.4,54400,55300,-51700
2026/01/20/13:41,매수,외국인순매수,122450,KX,1.89,0.35,27.1,3435,3775,-3310
2026/01/20/13:41,매수,가치주,3100,선광,4.45,0.32,7.5,19200,19300,-18680
2026/01/20/13:41,매수,가치주,3650,미창석유,4.0,0.49,13.5,121100,130900,-113000
2026/01/20/13:41,매수,가치주,4430,송원산업,4.75,0.28,6.2,8920,9130,-8520
2026/01/20/13:41,매수,가치주,16380,KG스틸,3.99,0.27,6.9,5320,5370,-5040
2026/01/20/13:41,매수,가치주,23600,삼보판지,4.64,0.26,5.8,9330,9670,-9090
2026/01/20/13:41,매수,가치주,32560,황금에스티,6.04,0.27,4.5,5810,6000,-5670
2026/01/20/13:41,매수,가치주,42500,링네트,6.58,0.7,12.7,3795,3840,-3675
2026/01/20/13:41,매수,가치주,52420,오성첨단소재,10.45,0.52,5.2,1482,1488,-1403
2026/01/20/13:41,매수,가치주,54800,아이디스홀딩스,4.21,0.33,9.5,11590,11950,-11210
2026/01/20/13:41,매수,가치주,67160,SOOP,7.5,1.76,30.2,66000,70000,-64200
2026/01/20/13:41,매수,가치주,241790,티이엠씨씨엔에스,7.15,0.59,8.8,6770,7330,-6500
2026/01/20/13:41,매수,중소형저평가우량주,3100,선광,4.45,0.32,7.5,19200,19300,-18680
2026/01/20/13:41,매수,중소형저평가우량주,3650,미창석유,4.0,0.49,13.5,121100,130900,-113000
2026/01/20/13:41,매수,중소형저평가우량주,14580,태경비케이,4.56,0.58,13.3,4515,4760,-4370
2026/01/20/13:41,매수,중소형저평가우량주,23600,삼보판지,4.64,0.26,5.8,9330,9670,-9090
2026/01/20/13:41,매수,중소형저평가우량주,23910,대한약품,4.96,0.6,12.9,27900,29350,-26950
2026/01/20/13:41,매수,중소형저평가우량주,36670,삼양케이씨아이,4.74,0.57,13.1,6190,6500,-6070
2026/01/20/13:41,매수,중소형저평가우량주,52420,오성첨단소재,10.45,0.52,5.2,1482,1488,-1403
2026/01/20/13:41,매수,중소형저평가우량주,214180,헥토이노베이션,7.58,0.92,14.6,15970,16800,-15230
2026/01/20/13:41,매수,중소형저평가우량주,310200,애니플러스,8.94,1.22,15.2,3070,3490,-2920
2026/01/20/13:41,매수,대형저평가우량주,3030,세아제강지주,11.97,0.26,2.3,123800,131600,-112000
2026/01/20/13:41,매수,대형저평가우량주,3850,보령,9.21,0.97,10.5,9020,9460,-8510
2026/01/20/13:41,매수,대형저평가우량주,11200,HMM,4.86,0.66,15.4,20850,21150,-19580
2026/01/20/13:41,매수,대형저평가우량주,16380,KG스틸,3.99,0.27,6.9,5320,5370,-5040
2026/01/20/13:41,매수,대형저평가우량주,67160,SOOP,7.5,1.76,30.2,66000,70000,-64200
2026/01/20/13:41,매수,대형저평가우량주,86450,동국제약,12.32,1.24,10.7,16670,17720,-16390
2026/01/20/13:41,매수,대형저평가우량주,108320,LX세미콘,6.47,0.78,12.7,51900,52600,-48650
2026/01/20/13:41,매수,대형저평가우량주,145720,덴티움,7.17,0.91,14.3,47100,49300,-45550
2026/01/20/13:41,매수,대형저평가우량주,317450,명인제약,9.83,1.27,13.7,60300,64000,-59000
2026/01/20/13:41,매수,대형저평가우량주,377740,바이오노트,9.57,0.32,3.5,5180,5630,-5080
2026/01/20/13:41,매수,실적호전주,2150,도화엔지니어링,,0.81,-2.0,6175,6380,-6020
2026/01/20/13:41,매수,실적호전주,2620,제일파마홀딩스,,0.41,-16.3,8010,8490,-7750
2026/01/20/13:41,매수,실적호전주,4700,조광피혁,36.71,0.82,2.6,69600,69900,-63200
2026/01/20/13:41,매수,실적호전주,18670,SK가스,11.72,0.77,6.7,227000,230000,-217500
2026/01/20/13:41,매수,실적호전주,51910,LG화학,,0.8,-2.1,340000,345000,-307500
2026/01/20/13:41,매수,실적호전주,52420,오성첨단소재,10.45,0.52,5.2,1482,1488,-1403
2026/01/20/13:41,매수,실적호전주,86520,에코프로,,8.2,-12.6,98400,101000,-87000
2026/01/20/13:41,매수,실적호전주,96530,씨젠,,1.07,-2.0,24150,24850,-23000
2026/01/20/13:41,매수,실적호전주,139480,이마트,,0.22,-5.4,84300,85000,-79400
2026/01/20/13:41,매수,실적호전주,377300,카카오페이,,3.95,-0.7,54600,56000,-47200
2026/01/20/13:41,매수,성장주,36620,감성코퍼레이션,16.76,4.37,30.7,5290,6030,-5060
2026/01/20/13:41,매수,성장주,48870,시너지이노베이션,18.46,1.05,5.8,2315,2435,-2215
2026/01/20/13:41,매수,성장주,257720,실리콘투,22.01,10.19,60.9,43800,44250,-39100
2026/01/20/13:41,매수,수익성이좋은기업,67160,SOOP,7.5,1.76,30.2,66000,70000,-64200
2026/01/20/13:41,매수,수익성이좋은기업,465480,인스피언,9.99,0.97,11.8,5060,5560,-4840
2026/01/20/13:41,매수,수익성이좋은기업,489460,바이오비쥬,17.44,4.24,33.9,10970,13920,-10060
2026/01/20/13:41,매수,시총대비영업이익30%이상,2320,한진,,0.21,-0.3,19860,19960,-19200
2026/01/20/13:41,매수,시총대비영업이익30%이상,3030,세아제강지주,11.97,0.26,2.3,123800,131600,-112000
2026/01/20/13:41,매수,시총대비영업이익30%이상,3480,한진중공업홀딩스,2.56,0.35,15.5,4900,4950,-4590
2026/01/20/13:41,매수,시총대비영업이익30%이상,5740,크라운해태홀딩스,4.26,0.3,7.4,6570,6990,-6220
2026/01/20/13:41,매수,시총대비영업이익30%이상,9620,삼보산업,,6.74,-299.3,1620,1703,-1433
2026/01/20/13:41,매수,시총대비영업이익30%이상,12630,HDC,6.92,0.36,5.7,16950,18450,-15850
2026/01/20/13:41,매수,시총대비영업이익30%이상,32190,다우데이타,4.27,0.52,13.0,18310,18890,-17160
2026/01/20/13:41,매수,시총대비영업이익30%이상,34310,NICE,10.38,0.62,6.3,13160,13170,-12180
2026/01/20/13:41,매수,시총대비영업이익30%이상,36460,한국가스공사,3.28,0.34,11.2,40700,40850,-38000
2026/01/20/13:41,매수,시총대비영업이익30%이상,54800,아이디스홀딩스,4.21,0.33,9.5,11590,11950,-11210
2026/01/20/13:41,매수,시총대비영업이익30%이상,96760,JW홀딩스,4.35,1.12,35.4,3685,3830,-3300
2026/01/20/13:41,매수,시총대비영업이익30%이상,97950,CJ제일제당,23.6,0.44,2.0,213500,214000,-200000
2026/01/20/13:41,매수,시총대비영업이익30%이상,136490,선진,42.1,0.51,1.2,9690,9750,-9000
2026/01/21/10:59,매수,외국인순매수,145,하이트진로홀딩스우,,,,-12100,13310,-12080
2026/01/21/10:59,매수,외국인순매수,215,DL우,,,,-21350,24150,-20950
2026/01/21/10:59,매수,외국인순매수,65530,와이어블,23.01,0.81,4.0,1302,1389,-1240
2026/01/21/10:59,매수,외국인순매수,252670,KODEX 200선물인버스2X,,,,-440,614,-436
2026/01/21/10:59,매수,외국인순매수,252710,TIGER 200선물인버스2X,,,,-468,652,-462
2026/01/21/10:59,매수,가치주,9970,영원무역홀딩스,7.9,0.97,13.2,193500,197800,-182200
2026/01/21/10:59,매수,중소형저평가우량주,72870,메가스터디,7.95,0.38,5.1,-10740,11090,-10680
2026/01/21/10:59,매수,중소형저평가우량주,264450,유비쿼스,8.57,1.01,12.5,11930,11930,-9050
2026/01/21/10:59,매수,대형저평가우량주,9970,영원무역홀딩스,7.9,0.97,13.2,193500,197800,-182200
2026/01/21/10:59,매수,대형저평가우량주,35250,강원랜드,8.36,0.93,12.1,-17850,18970,-17570
2026/01/21/10:59,매수,시총대비영업이익30%이상,1390,KG케미칼,5.41,0.35,6.6,-4890,5310,-4730
2026/01/22/16:57,매수,외국인순매수,100,유한양행,120.67,3.68,3.4,104800,115900,-101500
2026/01/22/16:57,매수,외국인순매수,105,유한양행우,,,,94500,103500,-92100
2026/01/22/16:57,매수,외국인순매수,35760,CJ ENM,,0.46,-16.7,64300,67500,-60700
2026/01/22/16:57,매수,가치주,4490,세방전지,5.33,0.6,12.2,64500,65700,-60000
2026/01/22/16:57,매수,가치주,17650,대림제지,5.38,0.25,4.9,7900,8290,-7540
2026/01/22/16:57,매수,가치주,20000,한섬,8.01,0.25,3.2,15170,15940,-14730
2026/01/22/16:57,매수,가치주,73560,우리손에프앤지,6.89,0.33,5.3,1500,1529,-1440
2026/01/22/16:57,매수,가치주,227840,현대코퍼레이션홀딩스,2.53,0.36,15.2,11870,12240,-11520
2026/01/22/16:57,매수,중소형저평가우량주,15230,대창단조,5.46,0.59,11.9,6420,6560,-6070
2026/01/22/16:57,매수,중소형저평가우량주,17650,대림제지,5.38,0.25,4.9,7900,8290,-7540
2026/01/22/16:57,매수,중소형저평가우량주,408920,메쎄이상,9.97,1.92,21.0,3125,3550,-2850
2026/01/22/16:57,매수,대형저평가우량주,4490,세방전지,5.33,0.6,12.2,64500,65700,-60000
2026/01/22/16:57,매수,대형저평가우량주,18290,브이티,6.08,2.51,56.1,16660,18890,-15800
2026/01/22/16:57,매수,대형저평가우량주,30190,NICE평가정보,13.3,2.38,19.5,16850,17000,-15300
2026/01/22/16:57,매수,대형저평가우량주,102710,이엔에프테크놀로지,22.3,1.75,8.2,48550,53300,-43350
2026/01/22/16:57,매수,실적호전주,2790,아모레퍼시픽홀딩스,10.13,0.72,7.6,26600,29500,-25200
2026/01/22/16:57,매수,실적호전주,4000,롯데정밀화학,32.13,0.49,1.5,45300,46300,-41750
2026/01/22/16:57,매수,실적호전주,39830,오로라,24.65,0.99,4.4,14440,15440,-13290
2026/01/22/16:57,매수,실적호전주,45660,에이텍,5.32,0.74,16.2,10000,10500,-9570
2026/01/22/16:58,매수,실적호전주,51910,LG화학,,0.82,-2.1,350500,357000,-307500
2026/01/22/16:58,매수,실적호전주,102940,코오롱생명과학,,0.82,-2.1,350500,357000,-307500
2026/01/22/16:58,매수,실적호전주,122870,와이지엔터테인먼트,,4.12,-64.9,49500,51700,-44350
2026/01/22/16:58,매수,실적호전주,309960,LB인베스트먼트,70.85,2.69,3.9,70200,72400,-62400
2026/01/22/16:58,매수,실적호전주,950140,잉글우드랩,14.53,1.04,7.3,5370,5590,-4980
2026/01/22/16:58,매수,성장주,483650,달바글로벌,11.74,1.6,15.2,11600,11690,-10230
2026/01/22/16:58,매수,수익성이좋은기업,79900,전진건설로봇,103.45,16.58,26.2,147600,154100,-136300
2026/01/22/16:58,매수,수익성이좋은기업,195870,해성디에스,24.04,4.78,24.6,49600,50500,-46300
2026/01/22/16:58,매수,시총대비영업이익30%이상,73560,우리손에프앤지,15.44,1.63,11.0,53300,56800,-46350
2026/01/22/16:58,매수,시총대비영업이익30%이상,88130,동아엘텍,6.89,0.33,5.3,1500,1529,-1440
2026/01/22/16:58,매수,시총대비영업이익30%이상,900120,씨엑스아이,,0.54,-21.4,3815,3900,-3545
2026/01/23/17:05,매수,외국인순매수,900110,이스트아시아홀딩스,3.21,0.06,1.7,-962,1199,-920
2026/01/23/17:05,매수,외국인순매수,900270,헝셩그룹,10.67,0.07,0.7,177,212,-171
2026/01/23/17:05,매수,외국인순매수,50,경방,9.96,0.3,3.2,8570,9600,-8100
2026/01/23/17:05,매수,외국인순매수,87,하이트진로2우B,,,,14450,15180,-14300
2026/01/23/17:05,매수,외국인순매수,140,하이트진로홀딩스,5.15,0.34,8.1,9660,9800,-9280
2026/01/23/17:05,매수,외국인순매수,145,하이트진로홀딩스우,,,,12290,13310,-12010
2026/01/23/17:05,매수,외국인순매수,31310,아이즈비전,,0.25,-1.0,1453,1525,-1400
2026/01/23/17:05,매수,외국인순매수,233740,KODEX 코스닥150레버리지,,,,13115,13115,-11042
2026/01/23/17:05,매수,가치주,14580,태경비케이,4.58,0.58,13.3,4540,4760,-4350
2026/01/23/17:05,매수,가치주,23910,대한약품,5.07,0.61,12.9,28550,29350,-26950
2026/01/23/17:05,매수,가치주,33270,유나이티드제약,9.46,0.71,8.3,18810,19260,-18080
2026/01/23/17:05,매수,가치주,43150,바텍,5.2,0.63,12.9,19310,20000,-18790
2026/01/23/17:05,매수,가치주,192080,더블유게임즈,6.03,0.94,18.7,52500,55100,-49400
2026/01/23/17:05,매수,가치주,206650,유바이오로직스,22.0,3.17,15.6,11450,11810,-10940
2026/01/23/17:05,매수,가치주,215000,골프존,6.92,0.74,11.6,54900,57900,-52200
2026/01/23/17:05,매수,가치주,215200,메가스터디교육,10.32,0.97,10.0,41200,42000,-37750
2026/01/23/17:05,매수,가치주,263020,디케이앤디,6.68,0.6,9.9,3035,3050,-2925
2026/01/23/17:05,매수,가치주,284740,쿠쿠홈시스,4.25,0.55,14.0,23200,24200,-22000
2026/01/23/17:05,매수,중소형저평가우량주,590,CS홀딩스,2.89,0.28,10.4,77700,77900,-72700
2026/01/23/17:05,매수,중소형저평가우량주,14580,태경비케이,4.58,0.58,13.3,4540,4760,-4350
2026/01/23/17:05,매수,중소형저평가우량주,23910,대한약품,5.07,0.61,12.9,28550,29350,-26950
2026/01/23/17:05,매수,중소형저평가우량주,36670,삼양케이씨아이,4.84,0.58,13.1,6320,6500,-6070
2026/01/23/17:05,매수,중소형저평가우량주,43150,바텍,5.2,0.63,12.9,19310,20000,-18790
2026/01/23/17:05,매수,중소형저평가우량주,49430,코메론,4.54,0.53,12.3,13680,14080,-12240
2026/01/23/17:05,매수,중소형저평가우량주,58630,엠게임,6.94,0.83,13.2,5560,6690,-5320
2026/01/23/17:05,매수,중소형저평가우량주,214180,헥토이노베이션,8.0,0.97,14.6,16850,16980,-15070
2026/01/23/17:05,매수,대형저평가우량주,2030,아세아,9.7,0.5,5.6,-284500,333500,-275500
2026/01/23/17:05,매수,대형저평가우량주,5810,풍산홀딩스,5.68,0.5,9.4,39100,40150,-36000
2026/01/23/17:05,매수,대형저평가우량주,18290,브이티,6.41,2.65,56.1,17550,18890,-15800
2026/01/23/17:05,매수,대형저평가우량주,30000,제일기획,11.64,1.39,15.1,21000,21200,-20150
2026/01/23/17:05,매수,대형저평가우량주,41510,에스엠,140.46,3.63,2.6,109300,140400,-106500
2026/01/23/17:05,매수,대형저평가우량주,52400,코나아이,25.63,3.78,16.2,52000,53400,-41900
2026/01/23/17:05,매수,대형저평가우량주,53800,안랩,18.97,1.72,10.4,62000,62200,-58800
2026/01/23/17:05,매수,대형저평가우량주,69260,TKG휴켐스,9.78,0.83,9.1,18570,18800,-17780
2026/01/23/17:05,매수,대형저평가우량주,86450,동국제약,12.62,1.27,10.7,17080,17720,-16260
2026/01/23/17:05,매수,대형저평가우량주,145720,덴티움,7.3,0.93,14.3,47950,49300,-44600
2026/01/23/17:05,매수,대형저평가우량주,192080,더블유게임즈,6.03,0.94,18.7,52500,55100,-49400
2026/01/23/17:05,매수,대형저평가우량주,284740,쿠쿠홈시스,4.25,0.55,14.0,23200,24200,-22000
2026/01/23/17:05,매수,대형저평가우량주,317450,명인제약,9.95,1.28,13.7,61000,64000,-57800
2026/01/23/17:05,매수,대형저평가우량주,377740,바이오노트,9.77,0.33,3.5,5290,5630,-5080
2026/01/23/17:05,매수,실적호전주,50,경방,9.96,0.3,3.2,8570,9600,-8100
2026/01/23/17:05,매수,실적호전주,2150,도화엔지니어링,,0.8,-2.0,6120,6380,-6000
2026/01/23/17:05,매수,실적호전주,2620,제일파마홀딩스,,0.41,-16.3,8040,8490,-7750
2026/01/23/17:05,매수,실적호전주,4710,한솔테크닉스,27.34,0.47,1.9,5720,6130,-5400
2026/01/23/17:05,매수,실적호전주,5750,대림바스,14.63,0.51,3.5,4705,5180,-4540
2026/01/23/17:05,매수,실적호전주,7540,샘표,21.27,0.6,3.3,48600,49000,-46850
2026/01/23/17:05,매수,실적호전주,20120,키다리스튜디오,,0.6,-3.7,3215,3675,-3050
2026/01/23/17:05,매수,실적호전주,21080,에이티넘인베스트,12.55,0.72,6.0,2835,2970,-2590
2026/01/23/17:05,매수,실적호전주,33320,제이씨현시스템,42.23,0.73,1.8,4100,4440,-3885
2026/01/23/17:05,매수,실적호전주,34120,SBS,10.29,0.39,3.8,18770,20200,-18210
2026/01/23/17:05,매수,실적호전주,42420,네오위즈홀딩스,,0.6,-3.7,25400,26400,-23300
2026/01/23/17:05,매수,실적호전주,46440,KG모빌리언스,19.01,0.51,2.8,4760,4810,-4385
2026/01/23/17:05,매수,실적호전주,52400,코나아이,25.63,3.78,16.2,52000,53400,-41900
2026/01/23/17:05,매수,실적호전주,102260,동성케미컬,4.71,0.47,10.7,4220,4245,-4025
2026/01/23/17:05,매수,실적호전주,120240,대정화금,9.55,0.53,5.7,12860,13350,-12410
2026/01/23/17:05,매수,실적호전주,136410,아셈스,17.75,1.58,9.7,9700,10210,-9150
2026/01/23/17:05,매수,실적호전주,223250,드림씨아이에스,28.13,2.19,8.6,6250,6890,-5600
2026/01/23/17:05,매수,성장주,62040,산일전기,44.59,10.07,29.9,143700,151200,-126600
2026/01/23/17:05,매수,수익성이좋은기업,8260,NI스틸,3.82,0.38,10.5,3435,3525,-3300
2026/01/23/17:05,매수,수익성이좋은기업,92130,이크레더블,14.81,3.9,27.3,15880,16890,-15010
2026/01/23/17:05,매수,수익성이좋은기업,145720,덴티움,7.3,0.93,14.3,47950,49300,-44600
2026/01/23/17:05,매수,수익성이좋은기업,215000,골프존,6.92,0.74,11.6,54900,57900,-52200
2026/01/23/17:05,매수,수익성이좋은기업,340570,티앤엘,8.55,2.29,30.8,48800,49300,-43100
2026/01/23/17:05,매수,수익성이좋은기업,478560,블랙야크아이앤씨,11.38,3.56,40.3,3335,3635,-3115
2026/01/23/17:05,매수,시총대비영업이익30%이상,140,하이트진로홀딩스,5.15,0.34,8.1,9660,9800,-9280
2026/01/23/17:05,매수,시총대비영업이익30%이상,540,흥국화재,2.17,0.3,10.0,3550,3630,-3365
2026/01/23/17:05,매수,시총대비영업이익30%이상,4960,한신공영,17.17,0.15,0.9,10180,10710,-9240
2026/01/23/17:05,매수,시총대비영업이익30%이상,11370,서한,4.61,0.17,4.0,882,926,-850
2026/01/23/17:05,매수,시총대비영업이익30%이상,12630,HDC,7.35,0.38,5.7,18000,18760,-15850
2026/01/23/17:05,매수,시총대비영업이익30%이상,17940,E1,9.37,0.35,3.8,85900,86300,-77500
2026/01/23/17:05,매수,시총대비영업이익30%이상,21320,KCC건설,7.49,0.23,3.3,5590,5820,-5200
2026/01/23/17:05,매수,시총대비영업이익30%이상,91340,S&K폴리텍,3.02,0.28,10.2,2290,2370,-2220
2026/01/23/17:05,매수,시총대비영업이익30%이상,96760,JW홀딩스,4.37,1.13,35.4,3705,3830,-3300
2026/01/23/17:05,매수,시총대비영업이익30%이상,102260,동성케미컬,4.71,0.47,10.7,4220,4245,-4025
2026/01/23/17:05,매수,시총대비영업이익30%이상,214270,FSN,,1.02,-11.9,1828,2060,-1721
2026/01/26/17:31,매수,외국인지분율상승,122450,KX,1.9,0.35,27.1,3460,3775,-3300
2026/01/26/17:31,매수,외국인순매수,900110,이스트아시아홀딩스,3.23,0.06,1.7,968,1199,-920
2026/01/26/17:31,매수,외국인순매수,900340,윙입푸드,2.65,0.17,7.0,788,881,-752
2026/01/26/17:31,매수,외국인순매수,87,하이트진로2우B,,,,-14430,15180,-14300
2026/01/26/17:31,매수,외국인순매수,0000Z0,RISE 바이오TOP10액티브,,,,16735,16735,-13250
2026/01/26/17:31,매수,외국인순매수,36420,콘텐트리중앙,,1.25,-72.0,7370,10010,-5950
2026/01/26/17:31,매수,외국인순매수,84010,대한제강,9.85,0.42,4.9,10520,19740,-10160
2026/01/26/17:31,매수,외국인순매수,122450,KX,1.9,0.35,27.1,3460,3775,-3300
2026/01/26/17:31,매수,가치주,35150,백산,4.63,1.09,26.8,12750,13140,-12090
2026/01/26/17:31,매수,가치주,54800,아이디스홀딩스,4.16,0.32,9.5,11470,11950,-11210
2026/01/26/17:31,매수,가치주,66620,국보디자인,4.05,0.56,16.6,22000,23750,-20900
2026/01/26/17:31,매수,가치주,67280,멀티캠퍼스,5.91,0.85,15.2,31000,31600,-29450
2026/01/26/17:31,매수,가치주,73560,우리손에프앤지,7.61,0.36,5.3,1656,1656,-1440
2026/01/26/17:31,매수,가치주,383220,F&F,7.12,1.59,25.3,67000,69100,-61400
2026/01/26/17:31,매수,중소형저평가우량주,900340,윙입푸드,2.65,0.17,7.0,788,881,-752
2026/01/26/17:31,매수,중소형저평가우량주,12790,신일제약,5.05,0.49,10.2,6020,6170,-5710
2026/01/26/17:31,매수,중소형저평가우량주,52790,액토즈소프트,9.23,0.28,3.1,6060,6340,-5770
2026/01/26/17:31,매수,중소형저평가우량주,58630,엠게임,7.22,0.87,13.2,5790,6690,-5320
2026/01/26/17:31,매수,중소형저평가우량주,67280,멀티캠퍼스,5.91,0.85,15.2,31000,31600,-29450
2026/01/26/17:31,매수,대형저평가우량주,41510,에스엠,150.36,3.88,2.6,117000,140400,-106500
2026/01/26/17:31,매수,대형저평가우량주,83450,GST,11.22,1.88,18.7,27350,32800,-25400
2026/01/26/17:31,매수,대형저평가우량주,108320,LX세미콘,6.49,0.78,12.7,52100,52600,-48650
2026/01/26/17:31,매수,대형저평가우량주,383220,F&F,7.12,1.59,25.3,67000,69100,-61400
2026/01/26/17:31,매수,대형저평가우량주,462870,시프트업,12.73,2.64,31.3,34600,36350,-32400
2026/01/26/17:31,매수,실적호전주,900110,이스트아시아홀딩스,3.23,0.06,1.7,968,1199,-920
2026/01/26/17:31,매수,실적호전주,10400,우진아이엔에스,,0.4,-26.3,4140,4900,-3890
2026/01/26/17:31,매수,실적호전주,11040,경동제약,32.4,0.71,2.4,5760,5870,-5500
2026/01/26/17:31,매수,실적호전주,19170,신풍제약,,2.69,-5.9,12950,14280,-12000
2026/01/26/17:31,매수,실적호전주,37070,파세코,,1.81,-18.1,7520,7940,-7150
2026/01/26/17:31,매수,실적호전주,68330,일신바이오,18.56,1.08,6.5,1600,1819,-1525
2026/01/26/17:31,매수,실적호전주,108380,대양전기공업,13.52,1.06,8.3,-27700,30850,-25300
2026/01/26/17:31,매수,실적호전주,356860,티엘비,160.35,5.09,3.3,59000,64100,-53200
2026/01/26/17:31,매수,성장주,417500,제이아이테크,10.03,1.4,15.9,3285,3420,-3000
2026/01/26/17:31,매수,수익성이좋은기업,35900,JYP Ent.,26.13,5.21,22.4,71900,79800,-66800
2026/01/26/17:31,매수,수익성이좋은기업,58630,엠게임,7.22,0.87,13.2,5790,6690,-5320
2026/01/26/17:31,매수,수익성이좋은기업,352090,스톰테크,6.51,1.04,16.7,3475,3640,-3330
2026/01/26/17:31,매수,수익성이좋은기업,383220,F&F,7.12,1.59,25.3,67000,69100,-61400
2026/01/26/17:31,매수,수익성이좋은기업,462870,시프트업,12.73,2.64,31.3,34600,36350,-32400
2026/01/26/17:31,매수,시총대비영업이익30%이상,5720,넥센,3.86,0.26,7.1,5810,6210,-5450
2026/01/26/17:31,매수,시총대비영업이익30%이상,12620,원일특강,5.29,0.22,4.2,8000,8200,-7700
2026/01/26/17:31,매수,시총대비영업이익30%이상,16250,SGC E&C,,0.18,-15.1,15150,15430,-13850
2026/01/26/17:31,매수,시총대비영업이익30%이상,23760,한국캐피탈,3.08,0.37,12.6,793,811,-759
2026/01/26/17:31,매수,시총대비영업이익30%이상,27710,팜스토리,33.24,0.5,1.7,1160,1167,-1098
2026/01/26/17:31,매수,시총대비영업이익30%이상,37350,성도이엔지,5.57,0.35,6.8,6820,7450,-5960
2026/01/26/17:31,매수,시총대비영업이익30%이상,44450,KSS해운,3.56,0.38,12.1,8860,9090,-8540
2026/01/26/17:31,매수,시총대비영업이익30%이상,52790,액토즈소프트,9.23,0.28,3.1,6060,6340,-5770
2026/01/26/17:31,매수,시총대비영업이익30%이상,54800,아이디스홀딩스,4.16,0.32,9.5,11470,11950,-11210
2026/01/26/17:31,매수,시총대비영업이익30%이상,73560,우리손에프앤지,7.61,0.36,5.3,1656,1656,-1440
2026/01/27/17:49,매수,외국인지분율상승,481180,SOL 미국AI소프트웨어,,,,14170,15085,-13620
2026/01/27/17:49,매수,외국인순매수,900310,컬러레이,46.09,0.13,0.3,572,638,-554
